timestamp,source,medium,device_category,country,sessions,conversions,revenue
2025-07-19,direct,paid,tablet,Indonesia,2,0,0
2025-07-25,direct,referral,mobile,Malaysia,3,1,190000
2025-07-14,zalo,paid,mobile,Malaysia,1,0,0
2025-07-01,direct,referral,mobile,Indonesia,1,0,0
2025-07-17,direct,referral,desktop,Thailand,1,0,0
2025-07-19,tiktok,paid,mobile,Malaysia,2,0,0
2025-07-28,instagram,referral,desktop,Thailand,1,0,0
2025-07-18,facebook,paid,tablet,Vietnam,1,0,0
2025-07-05,tiktok,direct,mobile,Vietnam,3,0,0
2025-07-17,zalo,organic,tablet,Malaysia,1,1,250000
2025-07-20,zalo,paid,desktop,Vietnam,3,1,450000
2025-07-23,google,direct,mobile,Philippines,1,0,0
2025-07-21,tiktok,referral,desktop,Malaysia,2,0,0
2025-07-05,facebook,referral,tablet,Malaysia,2,1,250000
2025-07-02,instagram,organic,desktop,Malaysia,2,0,0
2025-07-03,email,organic,mobile,Vietnam,2,0,0
2025-07-28,tiktok,organic,tablet,Vietnam,2,1,320000
2025-07-29,zalo,paid,tablet,Malaysia,2,0,0
2025-07-09,tiktok,direct,mobile,Philippines,2,0,0
2025-07-03,email,paid,desktop,Philippines,3,1,450000
2025-07-01,google,paid,desktop,Philippines,1,0,0
2025-07-01,zalo,direct,tablet,Vietnam,1,0,0
2025-07-19,tiktok,organic,desktop,Thailand,2,0,0
2025-07-08,direct,referral,desktop,Thailand,2,0,0
2025-07-18,google,paid,mobile,Thailand,2,0,0
2025-06-29,tiktok,organic,tablet,Philippines,3,0,0
2025-07-03,email,direct,tablet,Thailand,2,0,0
2025-07-13,google,organic,desktop,Thailand,3,0,0
2025-07-07,facebook,direct,desktop,Philippines,3,0,0
2025-07-22,facebook,referral,tablet,Philippines,3,0,0
2025-07-05,instagram,referral,mobile,Thailand,2,0,0
2025-07-03,direct,paid,desktop,Philippines,1,0,0
2025-07-14,direct,direct,mobile,Indonesia,3,0,0
2025-07-27,facebook,paid,tablet,Malaysia,1,1,450000
2025-07-14,zalo,organic,mobile,Thailand,2,0,0
2025-07-02,instagram,organic,tablet,Indonesia,2,0,0
2025-07-11,direct,organic,desktop,Thailand,3,1,0
2025-07-13,tiktok,referral,mobile,Malaysia,2,1,320000
2025-07-18,email,direct,tablet,Malaysia,2,0,0
2025-07-13,instagram,referral,mobile,Thailand,2,1,250000
2025-07-22,direct,organic,tablet,Philippines,2,1,0
2025-07-15,zalo,paid,desktop,Philippines,2,1,0
2025-06-30,google,paid,tablet,Thailand,3,1,0
2025-06-30,email,direct,tablet,Malaysia,2,0,0
2025-07-03,google,organic,tablet,Indonesia,3,1,0
2025-07-13,email,organic,mobile,Vietnam,1,0,0
2025-07-02,facebook,direct,mobile,Vietnam,2,0,0
2025-07-13,tiktok,referral,mobile,Vietnam,3,0,0
2025-07-28,email,referral,mobile,Indonesia,3,1,250000
2025-07-01,instagram,paid,desktop,Indonesia,3,0,0
2025-07-27,tiktok,paid,tablet,Thailand,2,1,190000
2025-07-10,instagram,paid,desktop,Philippines,1,1,190000
2025-06-30,tiktok,organic,mobile,Vietnam,3,0,0
2025-07-26,facebook,organic,tablet,Thailand,2,0,0
2025-07-28,google,referral,mobile,Thailand,2,0,0
2025-07-03,tiktok,direct,tablet,Vietnam,3,1,450000
2025-07-29,tiktok,referral,tablet,Thailand,3,1,0
2025-07-01,email,direct,tablet,Indonesia,2,0,0
2025-07-23,email,direct,tablet,Thailand,2,0,0
2025-07-20,zalo,organic,mobile,Thailand,3,0,0
2025-07-26,facebook,referral,mobile,Thailand,3,1,0
2025-06-29,google,referral,mobile,Malaysia,3,0,0
2025-07-06,zalo,direct,tablet,Philippines,1,1,190000
2025-07-12,direct,paid,tablet,Malaysia,1,0,0
2025-07-05,facebook,referral,tablet,Indonesia,3,0,0
2025-07-01,instagram,referral,desktop,Thailand,3,1,0
2025-07-10,email,organic,desktop,Malaysia,2,1,250000
2025-07-09,facebook,referral,desktop,Indonesia,1,0,0
2025-07-07,direct,direct,mobile,Thailand,2,0,0
2025-07-26,zalo,direct,desktop,Indonesia,2,1,250000
2025-07-01,google,paid,desktop,Thailand,1,0,0
2025-07-13,facebook,direct,mobile,Thailand,3,0,0
2025-07-23,instagram,paid,mobile,Indonesia,2,1,190000
2025-06-30,email,paid,tablet,Malaysia,1,0,0
2025-07-11,direct,paid,tablet,Philippines,3,1,190000
2025-07-08,direct,organic,tablet,Vietnam,2,1,320000
2025-07-17,facebook,organic,desktop,Vietnam,3,1,190000
2025-07-15,direct,direct,mobile,Philippines,3,1,250000
2025-06-30,email,direct,desktop,Thailand,3,1,250000
2025-07-23,instagram,direct,mobile,Indonesia,2,0,0
2025-07-07,zalo,paid,mobile,Vietnam,1,0,0
2025-07-16,email,direct,tablet,Indonesia,3,0,0
2025-07-23,google,referral,tablet,Vietnam,1,0,0
2025-07-13,direct,referral,desktop,Vietnam,1,0,0
2025-06-30,google,referral,desktop,Malaysia,1,0,0
2025-07-12,email,paid,tablet,Indonesia,1,0,0
2025-07-02,zalo,direct,tablet,Malaysia,1,0,0
2025-07-13,email,direct,tablet,Philippines,2,0,0
2025-07-28,email,direct,desktop,Malaysia,2,0,0
2025-07-19,tiktok,paid,tablet,Indonesia,3,0,0
2025-07-03,zalo,organic,mobile,Vietnam,2,0,0
2025-07-21,email,direct,tablet,Philippines,2,1,450000
2025-07-04,email,referral,mobile,Thailand,3,1,0
2025-07-27,google,direct,desktop,Thailand,1,0,0
2025-07-02,tiktok,referral,tablet,Thailand,3,0,0
2025-07-05,email,organic,tablet,Philippines,1,0,0
2025-07-06,tiktok,paid,tablet,Vietnam,2,0,0
2025-07-02,zalo,paid,desktop,Vietnam,3,0,0
2025-07-10,google,referral,tablet,Philippines,3,0,0
2025-07-02,zalo,referral,tablet,Philippines,2,0,0
2025-07-13,zalo,paid,tablet,Indonesia,3,0,0
2025-07-01,email,direct,tablet,Philippines,3,0,0
2025-07-26,facebook,paid,desktop,Malaysia,2,0,0
2025-07-27,direct,organic,mobile,Philippines,1,0,0
2025-07-28,facebook,organic,tablet,Malaysia,3,1,250000
2025-07-04,google,paid,desktop,Thailand,2,0,0
2025-07-10,zalo,referral,desktop,Indonesia,3,0,0
2025-07-19,google,direct,mobile,Malaysia,3,0,0
2025-07-24,email,organic,mobile,Philippines,3,1,0
2025-07-24,email,paid,tablet,Thailand,2,0,0
2025-06-29,facebook,direct,tablet,Malaysia,3,0,0
2025-07-26,instagram,direct,tablet,Thailand,3,0,0
2025-07-20,instagram,direct,tablet,Thailand,2,1,190000
2025-07-20,tiktok,direct,tablet,Philippines,1,0,0
2025-07-09,email,direct,desktop,Indonesia,3,0,0
2025-07-27,zalo,referral,mobile,Malaysia,1,0,0
2025-07-04,tiktok,referral,mobile,Indonesia,3,1,450000
2025-07-21,instagram,direct,mobile,Thailand,2,1,0
2025-07-11,instagram,organic,tablet,Vietnam,1,0,0
2025-07-17,zalo,direct,tablet,Malaysia,3,1,190000
2025-07-09,facebook,referral,desktop,Vietnam,3,0,0
2025-07-05,facebook,paid,tablet,Indonesia,3,1,450000
2025-07-03,direct,organic,desktop,Malaysia,3,0,0
2025-07-16,tiktok,direct,mobile,Indonesia,2,0,0
2025-07-08,email,organic,desktop,Malaysia,1,0,0
2025-07-21,instagram,referral,tablet,Indonesia,3,1,190000
2025-07-19,email,direct,desktop,Vietnam,1,1,0
2025-07-10,email,organic,desktop,Malaysia,1,0,0
2025-07-23,zalo,referral,mobile,Thailand,2,0,0
2025-07-06,instagram,organic,mobile,Vietnam,3,0,0
2025-07-24,direct,referral,mobile,Indonesia,1,1,0
2025-07-08,direct,referral,tablet,Vietnam,2,0,0
2025-07-29,direct,direct,desktop,Indonesia,2,0,0
2025-07-06,email,organic,desktop,Indonesia,3,1,320000
2025-07-01,facebook,referral,tablet,Philippines,3,0,0
2025-07-21,google,direct,tablet,Philippines,3,0,0
2025-07-01,instagram,direct,tablet,Thailand,2,1,450000
2025-07-03,direct,referral,desktop,Malaysia,2,1,0
2025-07-24,email,direct,desktop,Malaysia,1,0,0
2025-07-07,zalo,organic,desktop,Philippines,3,0,0
2025-07-28,zalo,direct,tablet,Philippines,3,1,190000
2025-07-09,facebook,referral,desktop,Vietnam,2,0,0
2025-07-02,facebook,organic,mobile,Indonesia,2,0,0
2025-07-16,zalo,paid,tablet,Malaysia,3,0,0
2025-07-08,zalo,paid,tablet,Indonesia,1,0,0
2025-07-05,email,referral,mobile,Vietnam,3,0,0
2025-07-19,google,direct,desktop,Thailand,3,0,0
2025-07-29,direct,direct,mobile,Malaysia,1,0,0
2025-07-18,tiktok,organic,tablet,Malaysia,1,0,0
2025-07-14,instagram,referral,desktop,Vietnam,1,1,320000
2025-07-22,google,direct,desktop,Malaysia,3,1,0
2025-07-18,direct,direct,desktop,Vietnam,1,0,0
2025-07-10,direct,paid,tablet,Philippines,1,0,0
2025-07-23,tiktok,organic,mobile,Thailand,2,1,250000
2025-07-13,email,direct,tablet,Vietnam,3,0,0
2025-07-23,facebook,organic,desktop,Philippines,2,0,0
2025-07-25,instagram,organic,mobile,Vietnam,1,0,0
2025-07-24,email,referral,desktop,Thailand,1,0,0
2025-07-23,google,organic,tablet,Vietnam,2,0,0
2025-07-28,zalo,paid,tablet,Philippines,3,1,190000
2025-07-23,tiktok,referral,mobile,Thailand,2,0,0
2025-07-04,zalo,organic,tablet,Philippines,2,1,190000
2025-07-17,email,referral,tablet,Malaysia,2,0,0
2025-07-14,google,direct,tablet,Indonesia,1,0,0
2025-07-06,email,paid,mobile,Malaysia,2,1,450000
2025-07-01,instagram,referral,desktop,Vietnam,2,0,0
2025-07-17,email,direct,tablet,Thailand,1,1,450000
2025-07-11,facebook,paid,mobile,Philippines,3,1,190000
2025-07-08,direct,direct,mobile,Malaysia,2,0,0
2025-07-01,facebook,organic,mobile,Indonesia,1,1,190000
2025-07-22,email,organic,desktop,Malaysia,1,0,0
2025-07-04,instagram,organic,desktop,Indonesia,1,0,0
2025-07-22,direct,referral,desktop,Philippines,1,0,0
2025-07-24,tiktok,paid,desktop,Philippines,2,0,0
2025-07-17,tiktok,paid,tablet,Malaysia,3,0,0
2025-07-13,instagram,direct,mobile,Philippines,3,0,0
2025-07-01,tiktok,direct,tablet,Indonesia,1,0,0
2025-07-01,google,referral,tablet,Malaysia,2,0,0
2025-07-13,email,direct,tablet,Vietnam,3,0,0
2025-07-08,tiktok,organic,tablet,Philippines,2,0,0
2025-07-09,instagram,direct,desktop,Thailand,3,0,0
2025-07-14,google,referral,desktop,Vietnam,1,0,0
2025-07-21,tiktok,paid,tablet,Thailand,1,1,320000
2025-07-17,google,paid,mobile,Philippines,2,0,0
2025-07-02,facebook,direct,mobile,Thailand,2,0,0
2025-07-11,zalo,referral,mobile,Vietnam,1,0,0
2025-07-11,zalo,referral,tablet,Philippines,2,0,0
2025-07-06,google,referral,desktop,Malaysia,1,0,0
2025-07-25,email,direct,desktop,Malaysia,3,0,0
2025-07-15,instagram,referral,desktop,Vietnam,1,0,0
2025-07-08,tiktok,paid,mobile,Vietnam,3,0,0
2025-06-30,facebook,paid,mobile,Malaysia,3,1,0
2025-07-19,instagram,organic,tablet,Philippines,1,1,250000
2025-07-16,instagram,organic,desktop,Philippines,1,1,320000
2025-07-12,zalo,direct,tablet,Malaysia,3,0,0
2025-07-11,email,referral,mobile,Philippines,2,1,320000
2025-07-12,facebook,referral,tablet,Philippines,1,0,0
2025-06-29,tiktok,referral,mobile,Thailand,2,0,0
2025-07-21,instagram,paid,desktop,Indonesia,3,0,0
2025-07-04,email,referral,tablet,Philippines,1,0,0
2025-07-14,instagram,referral,mobile,Vietnam,1,0,0
2025-07-19,zalo,referral,mobile,Indonesia,3,0,0
2025-07-01,google,direct,desktop,Indonesia,1,0,0
2025-07-19,google,organic,tablet,Indonesia,2,1,190000
2025-07-17,email,organic,tablet,Malaysia,3,0,0
2025-07-07,email,paid,desktop,Philippines,1,0,0
2025-07-19,zalo,organic,desktop,Indonesia,1,0,0
2025-07-07,google,paid,tablet,Philippines,2,0,0
2025-07-11,email,organic,desktop,Thailand,1,0,0
2025-07-09,facebook,direct,desktop,Vietnam,1,0,0
2025-07-22,facebook,paid,mobile,Malaysia,3,1,250000
2025-07-02,zalo,paid,desktop,Vietnam,1,0,0
2025-07-16,direct,organic,mobile,Indonesia,1,0,0
2025-07-12,tiktok,direct,mobile,Philippines,2,0,0
2025-07-04,direct,referral,desktop,Philippines,2,0,0
2025-07-07,email,direct,desktop,Philippines,2,0,0
2025-07-29,instagram,paid,desktop,Malaysia,3,1,250000
2025-07-07,tiktok,direct,mobile,Vietnam,1,0,0
2025-07-22,tiktok,paid,desktop,Vietnam,1,1,190000
2025-07-18,tiktok,organic,mobile,Philippines,3,0,0
2025-07-22,tiktok,paid,desktop,Malaysia,1,0,0
2025-07-16,zalo,referral,tablet,Vietnam,2,0,0
2025-07-29,google,paid,desktop,Philippines,3,0,0
2025-07-16,email,organic,desktop,Vietnam,2,1,320000
2025-06-29,direct,paid,tablet,Malaysia,3,1,190000
2025-07-04,zalo,organic,desktop,Indonesia,2,0,0
2025-07-19,email,referral,mobile,Philippines,3,1,450000
2025-07-21,zalo,referral,mobile,Philippines,3,0,0
2025-07-13,google,paid,mobile,Vietnam,3,1,250000
2025-07-24,google,direct,mobile,Philippines,1,1,0
2025-06-29,google,direct,tablet,Malaysia,1,1,0
2025-07-03,email,paid,desktop,Indonesia,2,1,190000
2025-07-04,tiktok,organic,mobile,Philippines,3,0,0
2025-07-13,tiktok,organic,tablet,Malaysia,3,0,0
2025-07-29,direct,organic,tablet,Indonesia,1,0,0
2025-07-08,facebook,referral,mobile,Thailand,1,0,0
2025-07-22,facebook,paid,mobile,Thailand,1,1,250000
2025-06-29,facebook,organic,desktop,Vietnam,3,1,250000
2025-07-21,facebook,direct,mobile,Vietnam,2,0,0
2025-07-22,direct,paid,mobile,Malaysia,1,1,190000
2025-07-02,tiktok,organic,mobile,Indonesia,2,0,0
2025-06-30,zalo,referral,mobile,Indonesia,2,0,0
2025-07-20,facebook,direct,desktop,Philippines,1,0,0
2025-07-16,email,paid,mobile,Malaysia,2,0,0
2025-07-07,tiktok,organic,desktop,Malaysia,2,0,0
2025-07-14,google,organic,desktop,Indonesia,2,0,0
2025-07-19,direct,paid,tablet,Indonesia,1,0,0
2025-07-01,google,referral,tablet,Malaysia,2,1,250000
2025-07-20,google,referral,desktop,Vietnam,2,1,190000
2025-07-10,zalo,paid,mobile,Thailand,1,0,0
2025-07-03,direct,referral,desktop,Thailand,3,0,0
2025-07-25,tiktok,organic,desktop,Malaysia,3,1,0
2025-07-02,instagram,paid,tablet,Malaysia,3,1,320000
2025-07-07,zalo,paid,desktop,Philippines,2,1,190000
2025-07-04,google,direct,desktop,Vietnam,1,0,0
2025-07-12,email,paid,desktop,Thailand,1,0,0
2025-07-27,google,referral,tablet,Vietnam,2,1,0
2025-07-07,tiktok,referral,tablet,Thailand,3,1,190000
2025-07-27,instagram,direct,desktop,Malaysia,2,0,0
2025-07-14,zalo,direct,desktop,Philippines,3,0,0
2025-07-04,tiktok,paid,desktop,Vietnam,2,1,320000
2025-06-30,tiktok,paid,mobile,Vietnam,3,0,0
2025-07-14,zalo,direct,desktop,Malaysia,1,0,0
2025-07-29,direct,referral,mobile,Vietnam,1,1,0
2025-07-07,facebook,organic,mobile,Indonesia,3,0,0
2025-07-03,facebook,direct,mobile,Vietnam,1,0,0
2025-07-04,tiktok,organic,desktop,Indonesia,3,0,0
2025-07-08,google,organic,desktop,Indonesia,3,0,0
2025-06-29,google,direct,desktop,Malaysia,2,0,0
2025-07-27,facebook,organic,desktop,Vietnam,3,1,190000
2025-07-17,instagram,organic,tablet,Indonesia,3,0,0
2025-07-20,instagram,organic,desktop,Thailand,1,0,0
2025-07-24,google,organic,mobile,Philippines,3,0,0
2025-07-20,email,referral,tablet,Vietnam,2,0,0
2025-07-27,zalo,referral,tablet,Malaysia,1,0,0
2025-07-10,direct,paid,desktop,Vietnam,2,0,0
2025-07-14,instagram,direct,mobile,Indonesia,3,1,320000
2025-07-28,instagram,paid,desktop,Indonesia,3,0,0
2025-07-01,google,organic,tablet,Thailand,1,0,0
2025-07-21,zalo,paid,mobile,Thailand,3,0,0
2025-07-04,google,organic,tablet,Indonesia,2,1,320000
2025-07-29,google,paid,tablet,Indonesia,2,0,0
2025-07-18,zalo,direct,mobile,Philippines,2,1,0
2025-07-28,instagram,referral,mobile,Philippines,3,1,250000
2025-07-15,google,organic,desktop,Thailand,3,1,320000
2025-06-29,email,organic,desktop,Malaysia,3,0,0
2025-07-15,direct,organic,tablet,Philippines,1,1,250000
2025-07-07,facebook,referral,tablet,Vietnam,1,0,0
2025-07-05,direct,organic,desktop,Philippines,3,0,0
2025-07-28,google,direct,desktop,Philippines,1,0,0
2025-06-30,direct,organic,mobile,Indonesia,1,1,320000
2025-07-18,direct,paid,mobile,Indonesia,2,1,0
2025-07-04,zalo,paid,desktop,Malaysia,1,0,0
2025-07-26,instagram,organic,desktop,Vietnam,2,0,0
2025-07-18,tiktok,paid,mobile,Indonesia,3,0,0
2025-07-18,email,paid,tablet,Vietnam,3,0,0
2025-06-30,zalo,paid,desktop,Thailand,2,0,0
2025-07-21,google,paid,desktop,Thailand,1,1,190000
2025-07-12,tiktok,direct,tablet,Philippines,2,0,0
2025-07-20,email,paid,mobile,Philippines,2,1,250000
2025-07-23,tiktok,referral,desktop,Malaysia,1,1,450000
2025-07-27,email,referral,desktop,Malaysia,1,1,450000
2025-07-22,instagram,direct,desktop,Vietnam,3,0,0
2025-07-14,google,paid,tablet,Indonesia,2,0,0
2025-07-16,facebook,paid,mobile,Thailand,3,1,250000
2025-07-12,facebook,direct,tablet,Malaysia,1,0,0
2025-07-04,zalo,organic,mobile,Thailand,2,1,320000
2025-07-07,facebook,referral,tablet,Malaysia,1,1,0
2025-07-10,google,paid,tablet,Malaysia,1,0,0
2025-07-24,facebook,paid,tablet,Vietnam,2,0,0
2025-07-19,instagram,direct,mobile,Indonesia,3,1,450000
2025-07-24,email,referral,tablet,Malaysia,1,0,0
2025-07-26,direct,organic,desktop,Indonesia,2,0,0
2025-07-05,zalo,referral,tablet,Indonesia,2,0,0
2025-07-06,zalo,organic,mobile,Thailand,3,0,0
2025-07-15,email,organic,desktop,Indonesia,2,0,0
2025-07-09,direct,direct,desktop,Vietnam,1,0,0
2025-07-14,direct,referral,desktop,Thailand,1,0,0
2025-07-16,tiktok,referral,mobile,Thailand,1,1,0
2025-07-26,instagram,direct,mobile,Vietnam,3,0,0
2025-07-17,zalo,referral,desktop,Vietnam,3,1,250000
2025-07-19,instagram,paid,tablet,Malaysia,2,0,0
2025-07-14,zalo,direct,desktop,Thailand,3,0,0
2025-07-12,instagram,paid,desktop,Philippines,3,0,0
2025-07-16,instagram,organic,mobile,Malaysia,1,0,0
2025-07-06,email,paid,desktop,Philippines,1,0,0
2025-07-24,direct,referral,mobile,Thailand,2,1,190000
2025-07-02,facebook,referral,desktop,Philippines,2,0,0
2025-07-09,zalo,paid,mobile,Indonesia,1,1,320000
2025-07-17,google,organic,mobile,Vietnam,3,0,0
2025-07-10,google,referral,tablet,Malaysia,3,1,0
2025-07-19,facebook,paid,desktop,Malaysia,1,0,0
2025-07-09,direct,organic,desktop,Thailand,2,1,320000
2025-07-28,direct,organic,mobile,Malaysia,3,1,190000
2025-07-02,tiktok,direct,desktop,Philippines,1,0,0
2025-07-09,zalo,paid,desktop,Thailand,3,0,0
2025-07-12,email,direct,tablet,Indonesia,3,0,0
2025-07-03,google,paid,mobile,Vietnam,3,1,0
2025-07-24,tiktok,referral,tablet,Philippines,3,0,0
2025-07-23,direct,paid,desktop,Philippines,1,0,0
2025-07-16,direct,direct,tablet,Thailand,3,0,0
2025-06-29,zalo,organic,mobile,Thailand,2,0,0
2025-07-18,zalo,direct,desktop,Indonesia,1,0,0
2025-07-15,facebook,direct,mobile,Vietnam,3,0,0
2025-07-20,direct,organic,desktop,Vietnam,1,0,0
2025-07-28,instagram,organic,desktop,Indonesia,1,1,0
2025-07-15,email,referral,tablet,Indonesia,2,0,0
2025-07-19,email,paid,mobile,Malaysia,1,0,0
2025-07-25,direct,paid,mobile,Philippines,2,0,0
2025-07-26,email,direct,desktop,Philippines,1,0,0
2025-07-15,tiktok,organic,tablet,Vietnam,3,0,0
2025-07-03,tiktok,direct,tablet,Philippines,3,1,0
2025-07-29,tiktok,referral,tablet,Thailand,3,1,320000
2025-07-20,google,organic,tablet,Vietnam,2,0,0
2025-07-18,zalo,direct,mobile,Malaysia,1,1,450000
2025-07-15,zalo,direct,tablet,Malaysia,3,0,0
2025-07-12,email,referral,tablet,Malaysia,3,0,0
2025-07-20,email,organic,mobile,Vietnam,1,0,0
2025-07-22,facebook,paid,mobile,Indonesia,1,0,0
2025-07-14,direct,organic,desktop,Malaysia,1,1,190000
2025-07-06,google,paid,desktop,Malaysia,2,1,0
2025-07-19,email,organic,tablet,Malaysia,3,1,0
2025-07-03,tiktok,paid,tablet,Malaysia,3,1,250000
2025-07-11,tiktok,direct,desktop,Vietnam,1,0,0
2025-07-27,direct,direct,tablet,Indonesia,3,0,0
2025-07-16,instagram,organic,desktop,Malaysia,3,0,0
2025-07-19,tiktok,referral,desktop,Philippines,1,0,0
2025-07-09,zalo,organic,mobile,Thailand,2,1,450000
2025-07-19,email,referral,tablet,Indonesia,3,0,0
2025-07-20,direct,referral,mobile,Vietnam,3,0,0
2025-07-08,zalo,direct,mobile,Philippines,1,0,0
2025-07-02,zalo,organic,mobile,Malaysia,1,1,0
2025-07-14,instagram,direct,tablet,Thailand,1,0,0
2025-07-12,zalo,referral,mobile,Malaysia,1,0,0
2025-07-01,direct,organic,mobile,Indonesia,1,1,0
2025-07-08,zalo,direct,mobile,Malaysia,2,0,0
2025-07-14,zalo,organic,desktop,Philippines,1,1,190000
2025-07-24,instagram,paid,mobile,Vietnam,1,0,0
2025-07-18,google,organic,mobile,Indonesia,3,0,0
2025-07-16,zalo,referral,tablet,Thailand,3,0,0
2025-07-12,zalo,paid,desktop,Malaysia,2,0,0
2025-07-21,tiktok,paid,mobile,Philippines,3,0,0
2025-07-28,tiktok,paid,mobile,Thailand,2,0,0
2025-07-13,google,organic,mobile,Vietnam,3,0,0
2025-07-25,google,direct,desktop,Philippines,2,1,190000
2025-07-12,tiktok,direct,mobile,Malaysia,1,0,0
2025-07-26,tiktok,referral,desktop,Vietnam,1,0,0
2025-07-13,instagram,paid,desktop,Malaysia,1,0,0
2025-07-04,direct,direct,mobile,Indonesia,3,0,0
2025-07-28,email,referral,tablet,Vietnam,2,0,0
2025-07-25,facebook,referral,tablet,Indonesia,2,1,450000
2025-07-12,zalo,paid,tablet,Thailand,3,0,0
2025-07-20,email,referral,desktop,Philippines,2,0,0
2025-07-03,facebook,referral,tablet,Indonesia,3,0,0
2025-07-12,tiktok,direct,tablet,Malaysia,1,0,0
2025-07-12,direct,referral,desktop,Vietnam,1,0,0
2025-07-18,instagram,direct,desktop,Indonesia,2,0,0
2025-07-29,tiktok,organic,desktop,Philippines,2,0,0
2025-07-08,facebook,direct,tablet,Indonesia,1,1,320000
2025-07-09,direct,direct,tablet,Malaysia,2,1,250000
2025-07-14,facebook,referral,tablet,Malaysia,2,0,0
2025-07-17,direct,paid,tablet,Malaysia,3,0,0
2025-07-11,email,referral,mobile,Indonesia,3,1,190000
2025-07-07,tiktok,referral,mobile,Vietnam,1,0,0
2025-07-24,zalo,paid,desktop,Indonesia,2,0,0
2025-07-17,tiktok,direct,tablet,Malaysia,1,0,0
2025-07-29,direct,referral,mobile,Malaysia,1,0,0
2025-07-13,zalo,direct,tablet,Indonesia,3,0,0
2025-07-20,google,paid,tablet,Thailand,1,0,0
2025-07-04,facebook,direct,mobile,Malaysia,3,1,250000
2025-07-19,email,organic,tablet,Malaysia,2,0,0
2025-07-05,tiktok,referral,mobile,Vietnam,1,0,0
